id,kode_desa,nama_desa,kode_kecamatan_id
1205102013,1205102013,Suka Damai Timur,120510
1205111005,1205111005,Pekan Tanjung Pura,120511
1205112001,1205112001,Serapuh Asli,120511
1205112002,1205112002,Pematang Tengah,120511
1205112003,1205112003,Paya Perupuk,120511
1205112004,1205112004,Lalang,120511
1205112006,1205112006,Pekubuan,120511
1205112007,1205112007,Teluk Bakung,120511
1205112008,1205112008,Pantai Cermin,120511
1205112009,1205112009,Pematang Serai,120511
1205112010,1205112010,Baja Kuning,120511
1205112011,1205112011,Pulau Banyak,120511
1205112012,1205112012,Pematang Cengal,120511
1205112013,1205112013,Kwala Serapuh,120511
1205112014,1205112014,Kwala Langkat,120511
1205112015,1205112015,Bubun,120511
1205112016,1205112016,Tapak Kuda,120511
1205112017,1205112017,Suka Maju,120511
1205112018,1205112018,Karya Maju,120511
1205112019,1205112019,Pematang Cengal Barat,120511
1205121006,1205121006,Tanjung Selamat,120512
1205122001,1205122001,Serapuh ABC,120512
1205122002,1205122002,Padang Tualang,120512
1205122003,1205122003,Kwala Besilam,120512
1205122004,1205122004,Buluh Telang,120512
1205122005,1205122005,Besilam,120512
1205122007,1205122007,Tebing Tanjung Selamat,120512
1205122008,1205122008,Tanjung Putus,120512
1205122009,1205122009,Suka Ramai,120512
1205122010,1205122010,Jati Sari,120512
1205122011,1205122011,Banjaran Raya,120512
1205122012,1205122012,Bukit Sari,120512
1205131001,1205131001,Pekan Gebang,120513
1205132002,1205132002,Paluh Manis,120513
1205132003,1205132003,Pasar Rawa,120513
1205132004,1205132004,Padang Langkat,120513
1205132005,1205132005,Air Hitam,120513
1205132006,1205132006,Paya Bengkuang,120513
1205132007,1205132007,Dogang,120513
1205132008,1205132008,Sangga Lima,120513
1205132009,1205132009,Kwala Gebang,120513
1205132010,1205132010,Bukit Mengkirai,120513
1205132011,1205132011,Pasiran,120513
1205141001,1205141001,Pelawi Utara,120514
1205141006,1205141006,Berandan Barat,120514
1205141007,1205141007,Berandan Timur Baru,120514
1205141008,1205141008,Berandan Timur,120514
1205142002,1205142002,Securai Utara,120514
1205142003,1205142003,Teluk Meku,120514
1205142004,1205142004,Pelawi Selatan,120514
1205142005,1205142005,Securai Selatan,120514
1205151009,1205151009,Beras Basah,120515
1205151010,1205151010,Bukit Jengkol,120515
1205152001,1205152001,Alur Cempedak,120515
1205152002,1205152002,Sei Siur,120515
1205152003,1205152003,Tanjung Pasir,120515
1205152004,1205152004,Paya Tampak,120515
1205152005,1205152005,Pintu Air,120515
1205152006,1205152006,Sei Meran,120515
1205152007,1205152007,Pulau Sembilan,120515
1205152008,1205152008,Pulau Kampai,120515
1205152011,1205152011,Pangkalan Siata,120515
1205161009,1205161009,Pekan Besitang,120516
1205161010,1205161010,Bukit Kubu,120516
1205161011,1205161011,Kampung Lama,120516
1205162001,1205162001,Halaban,120516
1205162002,1205162002,Bukit Mas,120516
1205162005,1205162005,Pir Adb Besitang,120516
1205162006,1205162006,Sekoci,120516
1205162007,1205162007,Suka Jaya,120516
1205162008,1205162008,Bukit Selamat,120516
1205171001,1205171001,Sei Bilah,120517
1205171002,1205171002,Alur Dua,120517
1205171008,1205171008,Alur Dua Baru,120517
1205171009,1205171009,Harapan Jaya,120517
1205171010,1205171010,Sei Bilah Timur,120517
1205172003,1205172003,Puraka I,120517
1205172004,1205172004,Puraka II,120517
1205172005,1205172005,Lama,120517
1205172006,1205172006,Telaga Said,120517
1205172007,1205172007,Lama Baru,120517
1205172011,1205172011,Mekar Makmur,120517
1205172012,1205172012,Harapan Baru,120517
1205172013,1205172013,Harapan Maju,120517
1205172014,1205172014,Harapan Makmur,120517
1205181001,1205181001,Tangkahan Durian,120518
1205181004,1205181004,Pangkalan Batu,120518
1205182002,1205182002,Sei Tualang,120518
1205182003,1205182003,Lubuk Kasih,120518
1205182005,1205182005,Lubuk Kertang,120518
1205182006,1205182006,Perlis,120518
1205182007,1205182007,Kelantan,120518
1205191001,1205191001,Batang Serangan,120519
1205192002,1205192002,Sei Bamban,120519
1205192003,1205192003,Sei Musam,120519
1205192004,1205192004,Sei Serdang,120519
1205192005,1205192005,Namo Sialang,120519
1205192006,1205192006,Kwala Musam,120519
1205192007,1205192007,Karya Jadi,120519
1205192008,1205192008,Paluh Pakeh Babussalam,120519
1205201001,1205201001,Sawit Seberang,120520
1205202002,1205202002,Alur Gadung,120520
1205202003,1205202003,Simpang Tiga,120520
1205202004,1205202004,Sei Litur Tasik,120520
1205202005,1205202005,Sawit Hulu,120520
1205202006,1205202006,Mekar Sawit,120520
1205202007,1205202007,Alur Melati,120520
1205212001,1205212001,Serapit,120521
1205212002,1205212002,Gunung Tinggi,120521
1205212003,1205212003,Sidorejo,120521
1205212004,1205212004,Suka Pulung,120521
1205212005,1205212005,Aman Damai,120521
1205212006,1205212006,Tanjung Kariahan,120521
1205212007,1205212007,Sebertung,120521
1205212008,1205212008,Pulau Semikat,120521
1205212009,1205212009,Sumber Jaya,120521
1205212010,1205212010,Perkebunan Amal Tani,120521
1205222001,1205222001,Namotogan,120522
1205222002,1205222002,Kuta Gajah,120522
1205222003,1205222003,Perkebunan Marike,120522
1205222004,1205222004,Kaperas,120522
1205222005,1205222005,Namoteras,120522
1205222006,1205222006,Rampah,120522
1205222007,1205222007,Sulkam,120522
1205222008,1205222008,Kutambaru,120522
1205232001,1205232001,Pematang Tengah,120523
1205232002,1205232002,Damar Condong,120523
1205232003,1205232003,Perkebunan Damar Condong,120523
1205232004,1205232004,Perkebunan Perapen,120523
1205232005,1205232005,Limau Mungkur,120523
1205232006,1205232006,Serang Jaya Hilir,120523
1205232007,1205232007,Serang Jaya,120523
1205232008,1205232008,Sala Haji,120523
1206011009,1206011009,Padang Mas,120601
1206011010,1206011010,Lau Cimba,120601
1206011011,1206011011,Gung Leto,120601
1206011012,1206011012,Gung Negeri,120601
1206011013,1206011013,KampungDalam,120601
1206012001,1206012001,Rumah Kabanjahe,120601
1206012002,1206012002,Kaban,120601
1206012003,1206012003,Ketaren,120601
1206012004,1206012004,Samura,120601
1206012005,1206012005,Lau Simomo,120601
1206012006,1206012006,Sumber Mufakat,120601
1206012007,1206012007,Kandibata,120601
1206012008,1206012008,Kacaribu,120601
1206021006,1206021006,Tambak Lau Mulgab I,120602
1206021007,1206021007,Tambak Lau Mulgab II,120602
1206021008,1206021008,Gundaling I,120602
1206021009,1206021009,Gundaling II,120602
1206022001,1206022001,Daulu,120602
1206022002,1206022002,Gurusinga,120602
1206022003,1206022003,Raya,120602
1206022004,1206022004,Rumah Berastagi,120602
1206022005,1206022005,Sempajaya,120602
1206022010,1206022010,Lau Gumba,120602
1206032001,1206032001,Paribun,120603
1206032002,1206032002,Rumamis,120603
1206032003,1206032003,Sinaman,120603
1206032004,1206032004,Sukanalu,120603
1206032005,1206032005,Barusjulu,120603
1206032006,1206032006,Tangkidik,120603
1206032007,1206032007,Sukajulu,120603
1206032008,1206032008,Barusjahe,120603
1206032009,1206032009,Bulanjahe,120603
1206032010,1206032010,Pertumbuken,120603
1206032011,1206032011,Talimbaru,120603
1206032012,1206032012,Sikab,120603
1206032013,1206032013,Persadanta,120603
1206032014,1206032014,Bulanjulu,120603
1206032015,1206032015,Semangat,120603
1206032016,1206032016,Serdang,120603
1206032017,1206032017,Tanjung Barus,120603
1206032018,1206032018,Sarimanis,120603
1206032019,1206032019,Penampen,120603
1206042001,1206042001,Kutakepar,120604
1206042002,1206042002,Ajijulu,120604
1206042004,1206042004,Singa,120604
1206042007,1206042007,Ajijahe,120604
1206042008,1206042008,Bunuraya,120604
1206042010,1206042010,Kubusimbelang,120604
1206042011,1206042011,Tigapanah,120604
1206042012,1206042012,Suka,120604
1206042014,1206042014,Kacinambun,120604
1206042015,1206042015,Kutajulu,120604
1206042016,1206042016,Bertah,120604
1206042017,1206042017,Manukmulia,120604
1206042018,1206042018,Lauriman,120604
1206042019,1206042019,Sukadame,120604
1206042020,1206042020,Mulawari,120604
1206042023,1206042023,Sukamaju,120604
1206042024,1206042024,Kutambelin,120604
1206042025,1206042025,Kutabale,120604
1206042026,1206042026,Leparsamura,120604
1206042027,1206042027,Seberaya,120604
1206042028,1206042028,Ajimbelang,120604
1206042029,1206042029,Ajibuhara,120604
1206042030,1206042030,Lambar,120604
1206042031,1206042031,Salit,120604
1206042032,1206042032,Suka Mbayak,120604
1206112007,1206112007,Selandi,120611
1206042033,1206042033,Suka Sipilihen,120604
1206052001,1206052001,Partibi Tembe,120605
1206052002,1206052002,Negeri Tongging,120605
1206052003,1206052003,Kodon-Kodon,120605
1206052004,1206052004,Dokan,120605
1206052005,1206052005,Nagara,120605
1206052006,1206052006,Sibolangit,120605
1206052007,1206052007,Sukamandi,120605
1206052008,1206052008,Nagalingga,120605
1206052009,1206052009,Pangambatan,120605
1206052010,1206052010,Tongging,120605
1206052011,1206052011,Partibi Lama,120605
1206052012,1206052012,Regaji,120605
1206052013,1206052013,Ajinembah,120605
1206052014,1206052014,Situnggaling,120605
1206052015,1206052015,Garingging,120605
1206052016,1206052016,Mulia Rayat,120605
1206052017,1206052017,Bandar Tongging,120605
1206052018,1206052018,Pancur Batu,120605
1206052019,1206052019,Merek,120605
1206062001,1206062001,Nageri,120606
1206062002,1206062002,Munte,120606
1206062003,1206062003,Kineppen,120606
1206062004,1206062004,Bandar Meriah,120606
1206062005,1206062005,Barung Kersap,120606
1206062006,1206062006,Kutambaru,120606
1206062007,1206062007,Buluhnaman,120606
1206062008,1206062008,Singgamanik,120606
1206062009,1206062009,Kuta Gerat,120606
1206062010,1206062010,Pertumbungen,120606
1206062011,1206062011,Sarimunte,120606
1206062012,1206062012,Kaban Tua,120606
1206062013,1206062013,Gunung Manumpak,120606
1206062014,1206062014,Tanjung Beringin,120606
1206062015,1206062015,Kuta Suah,120606
1206062016,1206062016,Sarinembah,120606
1206062017,1206062017,Selakkar,120606
1206062018,1206062018,Parimbalang,120606
1206062019,1206062019,Gunung Saribu,120606
1206062020,1206062020,Sukarame,120606
1206062021,1206062021,Gurubenua,120606
1206062022,1206062022,Biaknampe,120606
1206072001,1206072001,Juhar Perangin-angin,120607
1206072002,1206072002,Lau Lingga,120607
1206072003,1206072003,Kidupen,120607
1206072004,1206072004,Namosuro,120607
1206072005,1206072005,Bekilang,120607
1206072006,1206072006,Sugihen,120607
1206072007,1206072007,Pernantin,120607
1206072008,1206072008,Nageri,120607
1206072009,1206072009,Juhar Ginting,120607
1206072010,1206072010,Juhar Tarigan,120607
1206072011,1206072011,Pasar Baru,120607
1206072012,1206072012,Batu Mamak,120607
1206072013,1206072013,Naga,120607
1206072014,1206072014,Kutambelin,120607
1206072015,1206072015,Mbetong,120607
1206072016,1206072016,Keriahen,120607
1206072017,1206072017,Gunung Juhar,120607
1206072018,1206072018,Ketawaren,120607
1206072019,1206072019,Jandi,120607
1206072020,1206072020,Buluh Pancur,120607
1206072021,1206072021,Kutagugung,120607
1206072022,1206072022,Sukababo,120607
1206072023,1206072023,Lau Kidupen,120607
1206072024,1206072024,Sigenderang,120607
1206072025,1206072025,Juhar Ginting Sadanioga,120607
1206081019,1206081019,Tiga Binanga,120608
1206082001,1206082001,Gunung,120608
1206082002,1206082002,Kem Kem,120608
1206082003,1206082003,Pertumbuken,120608
1206082004,1206082004,Kuala,120608
1206082005,1206082005,Limang,120608
1206082006,1206082006,Perbesi,120608
1206082007,1206082007,Lau Kapur,120608
1206082008,1206082008,Kuta Bangun,120608
1206082009,1206082009,Kuta Raya,120608
1206082010,1206082010,Pergendangen,120608
1206082011,1206082011,Simolap,120608
1206082012,1206082012,Simpang Pergendangen,120608
1206082013,1206082013,Kuta Gerat,120608
1206082014,1206082014,Suka Julu,120608
1206082015,1206082015,Kuta Galoh,120608
1206082016,1206082016,Bunga Baru,120608
1206082017,1206082017,Kutambaru Punti,120608
1206082018,1206082018,Kuta Buara,120608
1206082020,1206082020,Batumamak,120608
1206092001,1206092001,Martelu,120609
1206092002,1206092002,Mbal-Mbal Petarum,120609
1206092003,1206092003,Lau Peranggunen,120609
1206092004,1206092004,Tanjung Gunung,120609
1206092005,1206092005,Lau Baleng,120609
1206092006,1206092006,Durin Rugun,120609
1206092007,1206092007,Perbulan,120609
1206092008,1206092008,Kutambelin,120609
1206092009,1206092009,Lingga Muda,120609
1206092010,1206092010,Kinangkong,120609
1206092011,1206092011,Rambah Tampu,120609
1206092012,1206092012,Lau Peradep,120609
1206092013,1206092013,Buluh Pancur,120609
1206092014,1206092014,Batu Rongkam,120609
1206092015,1206092015,Pintu Angin,120609
1206102001,1206102001,Lau Pengulu,120610
1206102002,1206102002,Lau Mulgap,120610
1206102003,1206102003,Lau Kesumpat,120610
1206102004,1206102004,Rimo Bunga,120610
1206102005,1206102005,Tanjung Pamah,120610
1206102006,1206102006,Kuta Pengkih,120610
1206102007,1206102007,Bandar Purba,120610
1206102008,1206102008,Mardingding,120610
1206102009,1206102009,Lau Pakam,120610
1206102010,1206102010,Lau Solu,120610
1206102011,1206102011,Lau Garut,120610
1206102012,1206102012,Bukit Makmur,120610
1206112001,1206112001,Payung,120611
1206112004,1206112004,Rimo Kayu,120611
1206112005,1206112005,Sukameriah,120611
1206112012,1206112012,Batukarang,120611
1206112015,1206112015,Gurukinayan,120611
1206112017,1206112017,Cimbang,120611
1206112025,1206112025,Ujung Payung,120611
1206122005,1206122005,Kutatengah,120612
1206122006,1206122006,Tigapancur,120612
1206122007,1206122007,Pintu Besi,120612
1206122009,1206122009,Gamber,120612
1206122012,1206122012,Sirumbia,120612
1206122014,1206122014,Ndokumsiroga,120612
1206122016,1206122016,Linggajulu,120612
1206122017,1206122017,Gajah,120612
1206122018,1206122018,Lingga,120612
1206122019,1206122019,Nangbelawan,120612
1206122022,1206122022,Beganding,120612
1206122024,1206122024,Torong,120612
1206122025,1206122025,Berastepu,120612
1206122026,1206122026,Surbakti,120612
1206122028,1206122028,Jeraya,120612
1206122030,1206122030,Perteguhen,120612
1206122035,1206122035,Bulanbaru,120612
1206132001,1206132001,Negeri Jahe,120613
1206132002,1206132002,Kutabuluh Gugung,120613
1206132003,1206132003,Siabang-abang,120613
1206132004,1206132004,Lau Buluh,120613
1206132005,1206132005,Bintang Meriah,120613
1206132006,1206132006,Jinabun,120613
1206132007,1206132007,Kuta Male,120613
1206132008,1206132008,Ujung Deleng,120613
1206132009,1206132009,Gunung Meriah,120613
1206132010,1206132010,Buah Raya,120613
1206132011,1206132011,Tanjung Merahe,120613
1206132012,1206132012,Rih Tengah,120613
1206132013,1206132013,Kutabuluh,120613
1206132014,1206132014,Liang Merdeka,120613
1206132015,1206132015,Pola Tebu,120613
1206132016,1206132016,Mburidi,120613
1206142001,1206142001,Kubu Colia,120614
1206142002,1206142002,Ujung Sampun,120614
1206142003,1206142003,Bukit,120614
1206142004,1206142004,Melas,120614
1206142005,1206142005,Sampun,120614
1206142006,1206142006,Sugihen,120614
1206142007,1206142007,Dolat Rayat,120614
1206152001,1206152001,Cinta Rakyat,120615
1206152002,1206152002,Semangat,120615
1206152003,1206152003,Ujung Teran,120615
1206152004,1206152004,Gongsol,120615
1206152005,1206152005,Jaranguda,120615
1206152006,1206152006,Semangat Gunung,120615
1206152007,1206152007,Deram,120615
1206152008,1206152008,Merdeka,120615
1206152009,1206152009,Sada Perarih,120615
1206162001,1206162001,Simacem,120616
1206162002,1206162002,Kutagugung,120616
1206162003,1206162003,Kuta Tonggal,120616
1206162004,1206162004,Naman,120616
1206162005,1206162005,Sukanalu,120616
1206162006,1206162006,Kebayaken,120616
1206162007,1206162007,Kutarayat,120616
1206162008,1206162008,Bekerah,120616
1206162009,1206162009,Sukandebi,120616
1206162010,1206162010,Gung Pinto,120616
1206162011,1206162011,Kutambelin,120616
1206162012,1206162012,Ndeskati,120616
1206162013,1206162013,Sukatepu,120616
1206162014,1206162014,Sigarang-garang,120616
1206172001,1206172001,Sukatendel,120617
1206172002,1206172002,Mardingding,120617
1206172003,1206172003,Kutagaluh,120617
1206172004,1206172004,Kutambaru,120617
1206172005,1206172005,Jandimeriah,120617
1206172006,1206172006,Tiganderket,120617
1206172007,1206172007,Tanjung Pulo,120617
1206172008,1206172008,Tanjung Merawa,120617
1206172009,1206172009,Perbaji,120617
1206172010,1206172010,Temburun,120617
1206172011,1206172011,Kutakepar,120617
1206172012,1206172012,Penampen,120617
1206172013,1206172013,Tanjung Mbelang,120617
1206172014,1206172014,Narigunung I,120617
1206172015,1206172015,Narigunung II,120617
1206172016,1206172016,Gunung Merlawan,120617
1206172017,1206172017,Susuk,120617
1207012001,1207012001,Kuta Bayu,120701
1207012002,1207012002,Gunung Paribuan,120701
1207012003,1207012003,Simempar,120701
1207012004,1207012004,Gunung Seribu,120701
1207012005,1207012005,Gunung Sinembah,120701
1207012006,1207012006,Bintang Meriah,120701
1207012007,1207012007,Kuta Tengah,120701
1207012008,1207012008,Pekan Gunung Mariah,120701
1207012009,1207012009,Gunung Meriah,120701
1207012010,1207012010,Ujung Meriah,120701
1207012011,1207012011,Marjandi Pematang,120701
1207012012,1207012012,Marjandi Tongah,120701
1207021026,1207021026,Pekan Tg Morawa,120702
1207022001,1207022001,Medan Sinembah,120702
1207022002,1207022002,Ujung Serdang,120702
1207022003,1207022003,Limau Manis,120702
1207022004,1207022004,Bandar Labuhan,120702
1207022005,1207022005,Bangun Rejo,120702
1207022006,1207022006,Aek Pancur,120702
1207022007,1207022007,Sei Merah,120702
1207022008,1207022008,Naga Timbul,120702
1207022009,1207022009,Langau Seprang,120702
1207022010,1207022010,Tanjung Mulia,120702
1207022011,1207022011,Punden Rejo,120702
1207022012,1207022012,Tanjung Morawa B,120702
1207022013,1207022013,Dagang Kerawan,120702
1207022014,1207022014,Tanjung Morawa A,120702
1207022015,1207022015,Buntu Badimbar,120702
1207022016,1207022016,Bangun Sari,120702
1207022017,1207022017,Dagang Kelambir,120702
1207022018,1207022018,Dalu Sepuluh-A,120702
1207022019,1207022019,Dalu Sepuluh-B,120702
1207022020,1207022020,Wonosari,120702
1207022021,1207022021,Perdamean,120702
1207022022,1207022022,Penara Kebun,120702
1207022023,1207022023,Bangun Sari Baru,120702
1207022024,1207022024,Telaga Sari,120702
1207022025,1207022025,Tanjung Baru,120702
1207032001,1207032001,Bandar Baru,120703
1207032002,1207032002,Batu Layang,120703
1207032003,1207032003,Batu Mbelin,120703
1207032004,1207032004,Betimus Mbaru,120703
1207032005,1207032005,Bengkurung,120703
1207032006,1207032006,Bingkawan,120703
1207032007,1207032007,Buah Nabar,120703
1207032008,1207032008,Bukum,120703
1207032009,1207032009,Buluh Awar,120703
1207032010,1207032010,Cinta Rakyat,120703
1207032011,1207032011,Durin Serugun,120703
1207032012,1207032012,Ketangkuhen,120703
1207032013,1207032013,Kuala,120703
1207032014,1207032014,Martelu,120703
1207032015,1207032015,Negeri Gugung,120703
1207032016,1207032016,Puangaja,120703
1207032017,1207032017,Rumah Kinangkung SP,120703
1207032018,1207032018,Rambung Baru,120703
1207032019,1207032019,Rumah Pil Pil,120703
1207032020,1207032020,Rumah Sumbul,120703
1207032021,1207032021,Sala Bulan,120703
1207032022,1207032022,Sayum Sabah,120703
1207032023,1207032023,Sembahe,120703
1207032024,1207032024,Sibolangit,120703
1207032025,1207032025,Sikeben,120703
1207032026,1207032026,Suka Maju,120703
1207032027,1207032027,Suka Makmur,120703
1207032028,1207032028,Tambunen,120703
1207032029,1207032029,Tanjung Beringin,120703
1207032030,1207032030,Ujung Deleng,120703
1207042001,1207042001,Suka Makmur,120704
1207042002,1207042002,Namo Mirik,120704
1207042003,1207042003,Suka Dame,120704
1207042004,1207042004,Pasar X,120704
1207042005,1207042005,Perpanden,120704
1207042006,1207042006,Kutalimbaru,120704
1207042007,1207042007,Sampe Cita,120704
1207042008,1207042008,Suka Rende,120704
1207042009,1207042009,Kwala Lau Bicik,120704
1207042010,1207042010,Lau Bakeni,120704
1207042011,1207042011,Silebo Lebo,120704
1207042012,1207042012,Sawit Rejo,120704
1207042013,1207042013,Namo Rube Julu,120704
1207042014,1207042014,Sei Mencirim,120704
1207052001,1207052001,Bintang Meriah,120705
1207052002,1207052002,Sugau,120705
1207052003,1207052003,Tiang Layar,120705
1207052004,1207052004,Durin Simbelang,120705
1207052005,1207052005,Namo Riam,120705
1207052006,1207052006,Durin Tonggal,120705
1207052007,1207052007,Hulu,120705
1207052008,1207052008,Pertampilen,120705
1207052009,1207052009,Salam Tani,120705
1207052010,1207052010,Tengah,120705
1207052011,1207052011,Namo Simpur,120705
1207052012,1207052012,Simalingkar A,120705
1207052013,1207052013,Namo Bintang,120705
1207052014,1207052014,Lama,120705
1207052015,1207052015,Namorih,120705
1207052016,1207052016,Tuntungan I,120705
1207052017,1207052017,Gunung Tinggi,120705
1207052018,1207052018,Tuntungan II,120705
1207052019,1207052019,Durin Jangak,120705
1207052020,1207052020,Sembahe Baru,120705
1207052021,1207052021,Tanjung Anom,120705
1207052022,1207052022,Sei Glugur,120705
1207052023,1207052023,Suka Raya,120705
1207052024,1207052024,Baru,120705
1207052025,1207052025,Perumnas Simalingkar,120705
1207062001,1207062001,Deli Tua,120706
1207062002,1207062002,Jati Kesuma,120706
1207062003,1207062003,Namo Rambe,120706
1207062004,1207062004,Gunung Kelawas,120706
1207062005,1207062005,Ujung Labuhan,120706
1207062006,1207062006,Lubang Ido,120706
1207062007,1207062007,Siluelue,120706
1207062008,1207062008,Timbang Lawan,120706
1207062009,1207062009,Batu Mbelin,120706
1207062010,1207062010,Namo Batang,120706
1207062011,1207062011,Tanjung Selamat,120706
1207062012,1207062012,Bekukul,120706
1207062013,1207062013,Namo Pakam,120706
1207062014,1207062014,Sukamulia Hilir,120706
1207062015,1207062015,Sukamulia Hulu,120706
1207062016,1207062016,Rumah Mbacang,120706
1207062017,1207062017,Cinta Rakyat,120706
1207062018,1207062018,Batu Penjemuran,120706
1207062019,1207062019,Kuta Tengah,120706
1207062020,1207062020,Namo Landur,120706
1207062021,1207062021,Gunung Berita,120706
1207062022,1207062022,Tangkahan,120706
1207062023,1207062023,Uruk Gedang,120706
1207062024,1207062024,Rumah Keben,120706
1207062025,1207062025,Namo Pinang,120706
1207062026,1207062026,Sudirejo,120706
1207062027,1207062027,Jaba,120706
1207062028,1207062028,Kuta Tualah,120706
1207062029,1207062029,Kwala Simeme,120706
1207062030,1207062030,Batu Gemuk,120706
1207062031,1207062031,Lau Mulgab,120706
1207062032,1207062032,Batu Rejo,120706
1207062033,1207062033,Salang Tungir,120706
1207062034,1207062034,Namo Mbaru,120706
1207062035,1207062035,Rimo Mungkur,120706
1207062036,1207062036,Namo Mbelin,120706
1207072001,1207072001,Aji Baho,120707
1207072002,1207072002,Biru-biru,120707
1207072003,1207072003,Candi Rejo,120707
1207072004,1207072004,Kuta Mulyo,120707
1207072005,1207072005,Kuala Dekah,120707
1207072006,1207072006,Mbaruai,120707
1207072007,1207072007,Mardinding Julu,120707
1207072008,1207072008,Namo Suro Baru,120707
1207072009,1207072009,Peria-ria,120707
1207072010,1207072010,Penen,120707
1207072011,1207072011,Rumah Gerat,120707
1207072012,1207072012,Sidodadi,120707
1207072013,1207072013,Sidomulyo,120707
1207072014,1207072014,Selamat,120707
1207072015,1207072015,Sarilaba Jahe,120707
1207072016,1207072016,Tanjung Sena,120707
1207072017,1207072017,Namo Tualang,120707
1207082001,1207082001,Talun Kenas,120708
1207082002,1207082002,Gunung Rintih,120708
1207082003,1207082003,Sumbul,120708
1207082004,1207082004,Tandukan Raga,120708
1207082005,1207082005,Limau Mungkur,120708
1207082006,1207082006,Negara Beringin,120708
1207082007,1207082007,Lau Barus Baru,120708
1207082008,1207082008,Juma Tombak,120708
1207082009,1207082009,Siguci,120708
1207082010,1207082010,Kuta Jurung,120708
1207082011,1207082011,Tala Peta,120708
1207082012,1207082012,Lau Rakit,120708
1207082013,1207082013,Penungkiren,120708
1207082014,1207082014,Rambai,120708
1207082015,1207082015,Lau Rempak,120708
1207092001,1207092001,Bah Perak,120709
1207092002,1207092002,Bandar Kuala,120709
1207092003,1207092003,Bah Balua,120709
1207092005,1207092005,Bandar Gugung,120709
1207092006,1207092006,Bandar Meriah,120709
1207092007,1207092007,Batu Gingging,120709
1207092008,1207092008,Bangun Purba,120709
1207092009,1207092009,Bangun Purba Tengah,120709
1207092010,1207092010,Begerpang,120709
1207092011,1207092011,Batu Rata,120709
1207092012,1207092012,Cimahi,120709
1207092014,1207092014,Damak Maliho,120709
1207092015,1207092015,Greahan,120709
1207092017,1207092017,Marombun Ujung Jawi,120709
1207092018,1207092018,Marombun Barat,120709
1207092019,1207092019,Mabar,120709
1207092020,1207092020,Perguroan,120709
1207092023,1207092023,Rumah Deleng,120709
1207092024,1207092024,Sibaganding,120709
1207092025,1207092025,Sialang,120709
1207092027,1207092027,Sukaluwei,120709
1207092030,1207092030,Tanjung Purba,120709
1207092032,1207092032,Urung Ganjang,120709
1207092033,1207092033,Ujung Rambe,120709
1207191038,1207191038,Galang Kota,120719
1207192001,1207192001,Tanjung Gusti,120719
1207192002,1207192002,Baru Titi Besi,120719
1207192003,1207192003,Bandar Kuala,120719
1207192004,1207192004,Batu Lokong,120719
1207192005,1207192005,Galang Suka,120719
1207192006,1207192006,Galang Barat,120719
1207192007,1207192007,Jaharum A,120719
1207192008,1207192008,Jaharum B,120719
1207192009,1207192009,Juhar Baru,120719
1207192012,1207192012,Keramat Gajah,120719
1207192013,1207192013,Kotasan,120719
1207192015,1207192015,Kotangan,120719
1207192016,1207192016,Kelapa Satu,120719
1207192019,1207192019,Nogorejo,120719
1207192022,1207192022,Paku,120719
1207192023,1207192023,Petumbukan,120719
1207192024,1207192024,Petangguhan,120719
1207192025,1207192025,Pisang Pala,120719
1207192026,1207192026,Paya Itik,120719
1207192027,1207192027,Pulau Tagor Batu,120719
1207192028,1207192028,Paya Kuda,120719
1207192029,1207192029,Paya Sampir,120719
1207192030,1207192030,Sei Putih,120719
1207192031,1207192031,Sei Karang,120719
1207192034,1207192034,Tanah Abang,120719
1207192035,1207192035,Timbang Deli,120719
1207192036,1207192036,Tanah Merah,120719
1207192037,1207192037,Tanjung Siporkis,120719
1207202001,1207202001,Tiga Juhar,120720
1207202002,1207202002,Tanjung Bampu,120720
1207202003,1207202003,Rumah Rih,120720
1207202004,1207202004,Liang Muda,120720
1207202005,1207202005,Durian IV Mbelang,120720
1207202006,1207202006,Tanah Gara Hulu,120720
1207202007,1207202007,Gunung Manupak A,120720
1207202008,1207202008,Bah Bah Buntu,120720
1207202009,1207202009,Tanjung Muda,120720
1207202010,1207202010,Tanjung Raja,120720
1207202011,1207202011,Kuta Mbelin,120720
1207202012,1207202012,Rumah Sumbul,120720
1207202013,1207202013,Ranggit-git,120720
1207202014,1207202014,Liang Pematang,120720
1207202015,1207202015,Gunung Manupak B,120720
1207202016,1207202016,Rumah Lengo,120720
1207202017,1207202017,Sipinggan,120720
1207202018,1207202018,Tanjung Timur,120720
1207202019,1207202019,Durian Tinggung,120720
1207202020,1207202020,Sibunga Bunga Hilir,120720
1207212001,1207212001,Lantasan Baru,120721
1207212002,1207212002,Patumbak I,120721
1207212003,1207212003,Patumbak II,120721
1207212004,1207212004,Lantasan Lama,120721
1207212005,1207212005,Sigara-gara,120721
1207212006,1207212006,Marendal I,120721
1207212007,1207212007,Marindal II,120721
1207212008,1207212008,Patumbak Kampung,120721
1207221004,1207221004,Deli Tua,120722
1207221005,1207221005,Deli Tua Timur,120722
1207221006,1207221006,Deli Tua Barat,120722
1207222001,1207222001,Kedai Durian,120722
1207222002,1207222002,Suka Makmur,120722
1207222003,1207222003,Mekar Sari,120722
1207232001,1207232001,Sei Semayang,120723
1207232002,1207232002,Lalang,120723
1207232003,1207232003,Puji Mulyo,120723
1207232004,1207232004,Paya Geli,120723
