136;;MAJENE;;PAMBOANG;6;BANUA ADOLANG;AMAN;AMAN
137;;MAJENE;;PAMBOANG;7;BETTENG;AMAN;AMAN
138;;MAJENE;;PAMBOANG;8;BONDE;AMAN;AMAN
139;;MAJENE;;PAMBOANG;9;BONDE UTARA;AMAN;AMAN
140;;MAJENE;;PAMBOANG;10;BUTTU PAMBOANG;AMAN;AMAN
141;;MAJENE;;PAMBOANG;11;PESULOANG;AMAN;AMAN
142;;MAJENE;;PAMBOANG;12;SIMBANG;AMAN;AMAN
143;;MAJENE;;PAMBOANG;13;TINAMBUNG;AMAN;AMAN
144;;MAJENE;;PAMBOANG;14;LALAMPANUA;AMAN;AMAN
145;;MAJENE;;PAMBOANG;15;SIRINDU;SIAGA;AMAN
146;;MAJENE;5;SENDANA;1;BANUA SENDANA;AMAN;AMAN
147;;MAJENE;;SENDANA;2;BINANGA;SIAGA;AMAN
148;;MAJENE;;SENDANA;3;BUKIT SAMANG;AMAN;AMAN
149;;MAJENE;;SENDANA;4;LALATEDZONG;AMAN;AMAN
150;;MAJENE;;SENDANA;5;LEPPANGANG;AMAN;AMAN
151;;MAJENE;;SENDANA;6;LIMBORO RAMBU-RAMBU;AMAN;AMAN
152;;MAJENE;;SENDANA;7;LIMBUA;AMAN;AMAN
153;;MAJENE;;SENDANA;8;PAMINGGALAN;AMAN;AMAN
154;;MAJENE;;SENDANA;9;PUNDAU;AMAN;AMAN
155;;MAJENE;;SENDANA;10;PUTTADA;AMAN;AMAN
156;;MAJENE;;SENDANA;11;DESASENDANA;AMAN;AMAN
157;;MAJENE;;SENDANA;12;TALLUBANUA;AMAN;AMAN
158;;MAJENE;;SENDANA;13;TALLUBANUA UTARA;AMAN;AMAN
159;;MAJENE;;SENDANA;14;TOTOLISI SENDANA;AMAN;AMAN
160;;MAJENE;;SENDANA;15;MOSSO;AMAN;AMAN
161;;MAJENE;;SENDANA;16;MOSSO DHUA;AMAN;AMAN
